SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class,User_Requested_Duration (min)
42.97256589643225,4.180935923780005,14.70320913574214,29.498946045317062,31.52129369096571,91.92452005758318,6.864776021721631,Normal,95.45370436390697,Li-ion,448,Model B,2,56.30581540224676
51.04629857953324,4.143415830593717,47.69139871667453,20.93276250336045,28.46184261822434,113.016520286255,14.006586440890295,Fast,92.21665847911592,Li-ion,807,Model A,1,99.40695217312543
80.66583652537122,3.91012061960183,33.414201186584606,26.01662698325031,31.48700894498699,72.75879732721657,7.263842883195685,Normal,95.46612810583376,Li-ion,429,Model B,0,75.53186206996322
27.97064039425237,4.062508422395419,75.77388684826568,40.549592657816525,22.939843244149483,45.89042747931396,10.336199184623885,Normal,93.1523039185026,Li-ion,508,Model A,0,17.115588043756393
56.28109945722505,4.167802965208455,98.3167381447522,32.65411620004076,18.126339414177217,25.2826686364722,9.318356982032734,Fast,92.41414742940329,Li-ion,422,Model B,1,34.675119095114
63.31731119758382,3.7483635374572972,33.0877056199823,30.170578654323087,29.759018947951844,92.60848514838504,6.191920265995318,Fast,96.48885573263568,Li-ion,210,Model B,1,77.59251790041492
14.180537144799796,4.010275523165377,68.8757141326667,33.91677558847843,22.20949010283108,32.130299800553416,13.91215954331518,Normal,92.22261057596587,Li-ion,869,Model A,0,24.8379560557215
64.67903667112945,3.544287808950416,27.82878694837661,23.176850500257853,28.42541650458265,50.27751282719672,3.3464490442654147,Slow,97.29724892129283,LiFePO4,188,Model A,1,35.2348475214618
25.34717113185624,3.812387589554856,60.879722911444894,28.23087735858936,20.41287883963531,73.24709078838974,10.10392734822035,Fast,94.63030589136656,LiFePO4,532,Model B,2,119.55404540111319
15.854643368675156,3.692281586942944,51.75392380195026,35.516766463119886,16.624592696133455,76.44165877797477,13.796485778919074,Normal,92.66769224859983,Li-ion,809,Model B,0,76.10422815952641
95.3996983528,3.6286583941935446,97.48047966683832,22.313207470731783,34.85163590975527,80.0583196987136,14.13745479773682,Normal,89.8373780468067,LiFePO4,893,Model B,0,53.6155464748161
96.90688297671034,3.524249443357844,64.76745454268199,26.621233247502808,18.124030158611987,36.62553303497006,13.29857781218774,Slow,92.44822050401558,LiFePO4,811,Model C,0,57.18915583754979
82.7557613304815,3.993579527912477,41.455573487813695,24.873152613462317,34.76841987926962,57.97374048216488,5.0533888833106095,Fast,95.6502279439643,Li-ion,198,Model A,0,27.45264923288932
37.41523922560336,3.8356203463251606,20.268620639914005,29.410037249154243,34.545598651328945,81.71942271169667,9.985925111256986,Normal,95.90945179950548,Li-ion,638,Model C,2,86.94101258681555
18.79049026057455,3.9820494048570367,23.61221458614412,39.218054802467826,30.876362078160792,116.98188646337849,13.178183323482902,Slow,95.5515767107977,Li-ion,700,Model C,0,67.9901333663841
71.58097238609412,3.49280405920643,30.27852369561116,22.458266655007694,28.18845924163995,92.76311376996888,4.125172514081255,Normal,96.64884790593946,LiFePO4,245,Model A,1,59.55846254750812
49.61372443656412,3.7947864066045573,32.58699952062682,31.297071113631482,26.556141005021694,112.2603757093958,14.042715457823036,Fast,93.3821008726626,LiFePO4,793,Model A,2,117.18190660612389
20.98344113603009,3.9757732641892756,86.5554452057024,22.184135587177316,32.322030907556695,96.2212058314177,5.697527727359383,Slow,92.55026389398594,Li-ion,356,Model C,2,114.68287033130296
54.56592191001432,4.0536909989796674,60.510050945427245,41.042504082457434,20.78879043238976,79.17169688924005,7.723992147796603,Normal,95.26393958416313,LiFePO4,288,Model A,0,83.45590391898932
13.094966900369656,3.773699903822867,57.10518202369298,21.462124926878214,24.35362424969754,39.20233691363445,5.192820012526048,Slow,94.41040048209972,LiFePO4,339,Model B,2,36.311129853928435
91.83883618709038,4.00519775928245,20.32919846822957,29.284106744653542,27.38779938733004,86.66856518925131,16.90816762275304,Fast,93.65279431133888,LiFePO4,970,Model B,1,79.14097279951909
33.290198344001524,4.083060212138412,87.41257240144915,35.30863066679413,23.22380951738982,82.3379565959907,16.434507494374163,Slow,90.22568502989796,Li-ion,998,Model C,1,45.37490683680502
69.62700559185838,3.9068389399592203,75.05328728876353,36.848364075741586,23.54972908180536,80.24691704572665,12.309627782404313,Fast,92.29550566681849,LiFePO4,602,Model C,1,62.25081183585893
38.053996848046985,3.724615357985281,16.090152571000143,28.119373764320873,21.60569335004169,68.97858679882407,12.393412214288512,Normal,94.33433093224328,LiFePO4,807,Model A,2,57.46261752482938
56.80612190600297,3.601331261025002,73.70515875067917,26.406508164877067,26.28463633369072,72.86566039892756,15.89948566430381,Fast,92.06293814095817,LiFePO4,908,Model A,1,99.29371605440045
59.203925140895166,4.137213254739368,58.91843956083815,27.923118162225816,32.01149056030232,53.44425271181041,12.300762909322644,Normal,91.93580784709516,LiFePO4,776,Model C,1,62.03470995102194
26.636900997297435,3.4708978699201682,17.355281117210044,24.83075558892137,19.03056756012625,71.93126926423031,13.683760978900429,Normal,93.35219026706577,LiFePO4,918,Model C,2,27.85526538016196
97.26261649881027,4.211644226463911,51.24705773757909,25.306571627049077,33.688660775068826,39.75559056784783,8.087442958867062,Fast,95.4004284638758,LiFePO4,370,Model B,0,47.85768980271771
79.76195410250031,3.84370744892845,53.62266584170423,27.23632803852292,28.78175307496459,100.51743973603767,10.00560308494174,Normal,93.5259649411961,LiFePO4,619,Model B,1,90.89038272562976
94.55490474077702,4.140590499900455,24.91970861469482,23.79015149263261,31.465464253600604,38.57769546987078,10.545164647346578,Slow,94.76199947612388,Li-ion,649,Model A,0,21.654645462221815
90.5344615384884,4.0762651567660475,95.11283323002542,24.147528915576213,26.123813852600232,28.49662898894664,4.222679873153058,Normal,93.54902145558678,Li-ion,213,Model B,0,43.788536209968335
63.810998092997664,4.276261898409075,86.49778343325957,34.5605826574515,30.59033402848127,63.62460263571574,9.854846266276509,Fast,93.26026340525974,LiFePO4,438,Model A,1,89.39959069811451
92.96868115208052,3.7881970696438083,70.21201035961974,41.93666669287073,15.324007946789344,85.83074395060619,13.932166825543396,Slow,92.99021116598804,Li-ion,667,Model A,0,109.11274692851116
17.964325184672756,4.057775077269885,51.606600490054646,31.916070183381294,31.367608495590705,63.771682493354135,7.5036229505584515,Slow,94.64244701099298,LiFePO4,458,Model A,1,42.791244412788174
27.638457617723063,3.8045160660323747,47.05889874260576,21.286356756514312,15.80277718170733,47.67541319513086,11.449542101006989,Normal,92.81569055324002,LiFePO4,749,Model B,2,39.945103798850496
14.070456001948424,3.8380886676449095,68.58761204358588,21.616750521751104,32.79826752725725,75.81711838904408,10.901957246300196,Normal,92.2338193205235,LiFePO4,713,Model C,2,84.09870417413319
39.27972976869379,3.9671607999787843,59.088868246621495,40.77128187082361,34.83925494477286,54.70023354122,11.291445648184808,Fast,94.56586375371197,Li-ion,433,Model C,0,79.08886171927898
44.98095607205338,3.985095976045722,15.604579529369705,24.554786104860817,20.88134924353556,113.28676901266331,12.173974713151477,Slow,94.39392166820735,LiFePO4,788,Model B,2,101.30741306653107
34.42141285965063,4.1740280554860165,56.12523838932985,22.198893195751687,19.206371125715872,112.2645139603572,5.827082333263742,Fast,96.77800939084854,LiFePO4,268,Model C,2,107.62303954376178
84.58637582367363,4.0498574864510015,82.57632555095556,33.443688187681275,30.30726727716081,70.23718199720955,7.78886428633782,Normal,92.60680087226616,Li-ion,438,Model A,0,42.57880764705884
42.10779940242303,3.7348860433361586,51.33158898372623,33.22461682071509,20.060526818405062,52.78839940182585,14.378729338949691,Slow,93.31827744020276,Li-ion,897,Model C,2,22.88323379980908
35.28410587186427,3.8142660674845272,14.676091979884156,33.25446882727188,32.31124766344407,93.71324139566391,8.30637514390961,Fast,97.14741587170737,LiFePO4,360,Model B,1,114.02638695551886
58.84264748424236,4.006084050062918,80.76503794456298,26.849609696001536,17.056851843149534,23.671294348306663,17.149674480556587,Fast,91.09158305008492,Li-ion,986,Model C,1,57.577295062577235
22.68318024772864,3.7549177869535866,28.12274039223769,16.247365244790647,17.519103927587164,67.47690060436513,14.22242977816122,Fast,94.57120371824855,Li-ion,834,Model A,2,65.67664756485678
82.19772826786357,3.655982865452719,33.275875139923485,40.3171203683858,34.58303110201231,53.63233942703335,9.782776078983874,Fast,95.76579284931458,LiFePO4,298,Model A,0,78.72066187433396
16.709557931179376,3.7249452318926357,24.823571808906628,24.036747389130912,28.476777965400093,112.05358851025548,6.3894227843213205,Fast,96.9426720102106,LiFePO4,310,Model B,2,121.09448913644633
98.81982429404655,3.693525408579522,39.71935583843478,30.774576415766262,31.937744488579057,21.20030272726825,7.705332020334725,Slow,95.4107802672129,LiFePO4,386,Model B,0,5.072308862140144
79.50202923669917,3.7037183060387733,78.10763551197715,34.89940129686166,21.48658754703036,75.2814875718349,15.472078632740931,Fast,91.66307851384074,Li-ion,791,Model B,2,84.31637770954525
27.88441133807552,3.6409424519269558,56.74472735535437,34.26063615933415,28.52967499041209,94.0663581066626,14.16149592915086,Slow,92.11924321862072,Li-ion,861,Model A,0,132.51727226831184
10.496990541124216,3.5392164819468594,28.43931467356413,26.051975112331426,26.884836546171943,68.50179875240413,14.227804697589251,Fast,93.82962332079168,Li-ion,842,Model C,2,67.60614777465534
83.39152856093507,3.4745976508690095,89.00470703368367,26.851236896085723,27.06300240245894,28.54030301627217,9.711844016772153,Normal,92.8362607604101,LiFePO4,571,Model C,1,67.65639441162233
73.61716094628554,4.134874906068346,89.16236694563763,34.37178304103703,28.650649190754432,117.24613900279022,9.513232284861123,Normal,91.63874824299457,Li-ion,581,Model B,0,51.75251140054661
75.61064512368885,3.8305767548101173,88.35205825414062,39.2942843526099,26.50718346258197,71.8010431376098,6.447060753782082,Fast,94.71927537887365,Li-ion,122,Model C,0,92.34860574699039
79.41433120173512,3.8005051322228676,31.49165902433853,41.394621372525,23.58124738605332,81.41862443190114,13.376955099205356,Normal,95.40870799811294,LiFePO4,659,Model C,0,83.59480113785541
16.664018656068134,3.9355373099021493,50.61154097628893,23.23130732468299,20.51845388761094,43.66097827075073,3.226838716467508,Slow,96.1434805316685,LiFePO4,208,Model B,2,36.18579450910404
42.26191556898453,3.697545493043675,98.64906905267875,23.20972271030679,30.37162661826404,68.34980851068039,7.865971310996946,Fast,91.84216665204892,LiFePO4,395,Model B,2,70.64382792406795
20.428215357261674,4.133393942306892,79.48112286789913,36.49177645781584,19.52544860006373,62.914949195832186,4.050185923350916,Slow,94.57583298554827,Li-ion,105,Model A,0,13.225726330809863
87.67930832880342,4.0630997719927855,12.445067910300384,34.36161083450092,28.84708612308828,27.48958420019837,13.487070075729283,Fast,95.80707267168891,LiFePO4,649,Model A,2,21.99778700426057
66.09683141448022,3.6036049022492045,15.868413213444285,36.39500660362117,19.666656452986533,30.61603535474672,14.730353777425789,Normal,94.981208191487,Li-ion,780,Model A,0,39.54384964254038
39.78082223673843,3.7906259148142643,51.75382391310995,27.309066758953584,27.50660339908908,103.74725196187744,15.198387031315686,Slow,92.2381263299532,Li-ion,967,Model A,2,140.69460308041533
15.720251525742128,4.138119860900573,91.8298185275404,31.487888703539536,29.94156534258057,43.98199522065902,13.989063698259102,Normal,89.40013508184256,LiFePO4,894,Model C,2,31.025239763817837
37.9884089544096,4.135490933409609,58.48316181574428,34.2075990985262,19.374277778130782,39.495827149863054,5.955022935470302,Normal,94.874874183097,LiFePO4,302,Model C,1,19.283487077533362
39.26649898240724,3.817357728703504,54.80312572308612,34.42946577300015,16.198866017226166,70.49114512501393,9.232984893789002,Fast,94.42482289025016,LiFePO4,424,Model A,1,57.947219035400515
75.66455605042577,3.919095000903479,19.492632996096752,28.22843748689264,17.619474859883482,96.87471313625127,14.799725984044672,Slow,93.39022662317925,LiFePO4,924,Model A,1,119.75976607880312
67.38017242196918,3.5795948449374406,69.11020942518647,22.850474394472297,27.11993934542051,26.19465185789879,13.999551946151628,Normal,91.50509494922744,LiFePO4,884,Model B,1,34.4134295993909
89.84914683186939,4.184979330140095,83.9892844540203,30.724547093483583,31.98892812451471,77.68079196382558,7.935095768390864,Fast,93.71505685020934,Li-ion,343,Model C,0,64.43678686964961
52.49934326457544,3.584739276025223,44.23780067568061,25.353941966448033,15.899936424708487,31.92104428405733,8.517646919268426,Fast,95.25628489075848,Li-ion,426,Model C,1,44.75273011189123
20.763482134447152,4.135354554537483,79.80506658327947,27.89137904431073,29.683025180832924,23.64610508256185,3.91705033121408,Fast,94.81554730054305,Li-ion,146,Model A,0,26.07304381626286
74.19203085006956,3.9405088796261745,96.80289885107304,37.17158653484529,21.82637291900104,25.27439521622174,16.581135397110177,Normal,90.37846617570128,LiFePO4,860,Model C,0,49.490519979543976
78.47065437552077,3.912606768790433,28.338981321492017,27.06305271649076,24.57056739839045,103.41641082084412,12.494295924979737,Fast,94.26923616210688,Li-ion,690,Model B,1,85.86508347391032
60.51494778125466,3.846807085418017,57.09966680752672,36.74047693771591,33.57719099691131,31.79724836280616,13.39342668847955,Slow,93.01404371672,LiFePO4,721,Model B,0,23.605694697861956
79.38704619591049,3.6583806582094245,35.8424162276118,23.126858778209133,21.639430094716907,24.515136441229195,2.395448831332673,Slow,96.78155915001162,LiFePO4,112,Model C,1,14.712432612925255
54.44160367279517,3.647541698308159,81.35689771304554,32.410578490689794,24.30673867878972,63.789988714291226,8.471476035251701,Normal,93.077513404402,Li-ion,479,Model A,1,27.202115010988265
57.04595464437946,3.6980662000557483,61.98340292930418,37.43066289327112,15.273648295213622,104.39934719420248,10.451725328490372,Slow,94.04151225837676,Li-ion,464,Model C,0,111.80235412081687
48.47869165226947,3.598018522158564,67.11241757952735,21.913203658515688,16.631974400096766,46.2408376489302,12.55199797095867,Fast,93.63847946328968,LiFePO4,701,Model B,1,52.76721945342744
12.287721406968569,3.9855490887272707,81.81227436543047,17.909318283497335,20.17183182269568,62.17126175259164,6.738899905398177,Normal,92.74622244437724,Li-ion,441,Model A,2,62.29909816865316
19.7102284293974,3.692985460804556,45.63734253962094,29.811739798186693,15.557044816421488,23.99225325637512,16.035184857618944,Fast,92.24988863506996,LiFePO4,959,Model C,2,18.127574921996445
12.828626711806082,3.516129727534631,92.3581061566339,21.976169290429098,27.62750652096502,64.90785141348758,13.210212118707975,Normal,89.92808963723849,Li-ion,891,Model A,2,29.523582862227222
67.27693701374024,4.1607757752077426,57.9725980521526,32.781359744327226,23.52796713603245,77.76130806371336,6.8789464036417165,Normal,96.44949778648925,Li-ion,320,Model A,1,67.24517499457939
38.2920382968694,4.080150316164525,24.21593405518132,37.82715966139639,25.96290405456044,77.09070537521447,6.881669462754693,Fast,96.38501594485057,Li-ion,172,Model B,0,68.52284246204523
55.77136220482325,4.084620765024155,72.63092063519221,27.552184845789302,18.49294371792659,53.242669217436514,13.072258168203907,Slow,91.71324878231798,Li-ion,845,Model A,1,33.185737486896045
91.68098265334837,4.173629434478796,81.3935215394429,25.65299460873759,20.918640588732323,51.55331806631355,13.94955268420028,Slow,90.52123251465908,Li-ion,871,Model C,0,47.52117527466332
32.43630062339874,3.6307980054593396,38.5085509360774,30.698742049166913,28.276489497054506,30.66236189365979,11.265173177596894,Normal,94.47452541675888,LiFePO4,724,Model A,2,40.76363331402325
46.93446307320668,3.8071208865236392,87.14613312988777,31.656197652531407,34.306054472608,56.67983206462684,5.86226871807418,Fast,94.11130639097432,Li-ion,145,Model A,1,103.8344795948901
77.99960246887439,4.0028957803374485,91.55289292891898,20.353622350328546,16.008335472044184,29.949466887296467,11.359911587255112,Fast,92.43406313514087,Li-ion,603,Model C,1,34.31391220809244
30.59183489424602,3.966564541530483,34.921403864002805,31.54888059634398,32.80768641710532,96.65959447120515,6.489152363995196,Normal,96.20081428714776,Li-ion,373,Model B,2,103.09835423927426
16.92819188459137,3.561392218995532,98.51693254436998,33.27284381242328,26.53762402622417,116.62742977481858,10.644142845016956,Slow,90.3471376958481,LiFePO4,654,Model B,1,114.7662818806644
36.07763076223912,4.069511228974693,22.664037524388256,33.07355988027524,26.27839133511248,117.00744566667068,6.908151545938195,Fast,96.92713932416224,LiFePO4,307,Model C,1,69.03816528419463
24.5099158528604,3.614686968576122,28.181410156224096,23.71248760200932,25.005570704155208,106.50710993753938,14.63979638343876,Slow,93.18221305559894,LiFePO4,960,Model C,2,105.84426305130896
93.67278871083158,3.6853287210378967,26.58023553142236,33.80247356406261,16.38788171808367,80.07921493396191,12.943090269365278,Slow,94.1659543580845,LiFePO4,714,Model B,0,81.58497018248757
82.73083416079753,3.786588771428684,90.45907390070832,20.633790941430295,16.797537034723213,90.086569724388,4.664956764105032,Normal,93.61420536097827,LiFePO4,223,Model A,0,151.66762253652016
67.00633808593811,3.897076470766569,68.88632970924657,25.599417437233914,27.01824011318172,48.52058026804141,2.2665911879031566,Normal,95.43547406196588,Li-ion,109,Model C,2,43.711556148513345
88.43145311689459,3.921115712446055,23.68938549000456,37.58136840609755,21.819171428711165,83.07704201726207,9.62944427956256,Slow,95.99305022426664,Li-ion,428,Model A,0,90.61572557560238
82.33048692092031,3.573232511994554,49.62910765315141,37.62624904316084,33.34536133155361,65.56495494398774,8.038701419627552,Fast,94.38683682472328,Li-ion,286,Model C,0,64.69716070135667
26.791305299743225,4.248874287040292,65.37682225628218,20.18391985950497,23.131810747189444,68.20173397769325,11.164177445473523,Fast,93.04996828570268,LiFePO4,642,Model B,2,38.98478303720495
90.330309864098,3.7034100310404896,17.511767649044497,23.904915057030312,17.86562917405282,95.7776560375158,12.636867661543985,Normal,94.6888620941903,LiFePO4,767,Model A,0,124.34822640039131
58.54080177240856,3.5404577150558625,89.41747315666049,22.017558070944048,29.29437667004072,48.19183555972516,3.12079462426144,Slow,93.70879914416317,Li-ion,159,Model A,1,66.99016137689452
82.66961396476563,4.117350443553831,82.32431818973816,22.711417046355532,20.8670684288202,51.80396116945199,15.384902529056268,Fast,90.5310211240341,LiFePO4,860,Model C,0,71.57975984552816
90.6482169931144,4.080143732087505,55.46860962189744,22.574991491089495,25.509406147117865,112.46417911286366,17.194604678972198,Fast,91.14305436612494,LiFePO4,998,Model A,0,89.72949274299519
38.62031274746775,4.099459344620978,97.04139537332534,21.65121589137414,28.9566557101034,25.622429485097225,15.441761989661895,Normal,89.40356512031914,LiFePO4,985,Model C,1,60.692287258499704
19.90467320749091,4.025008449457377,47.59848813475897,29.941897866781307,33.00528222404141,68.56342984133404,13.133676519516452,Slow,93.2865780496273,Li-ion,881,Model B,2,33.51715327152702
30.51416462877475,4.004438900225324,98.5699287132848,32.28288344267511,30.84382389603352,111.28008004078616,11.433913913764794,Fast,91.0497877981852,Li-ion,541,Model A,1,125.95150738579292
48.43970097636307,3.858123145696621,70.11279989232644,33.47719196546291,28.527221357454483,81.0363007818157,6.302878483230245,Normal,94.98753270189304,LiFePO4,316,Model C,1,135.79769142706516
83.62132893302439,3.555052436148225,67.12041459285473,32.73284179443644,28.59266364790287,74.64070742121321,4.690336035892586,Fast,95.48766153773776,LiFePO4,101,Model A,0,49.877299292946
87.46575249307091,3.7541393570792687,24.93594057662065,21.843173088703107,33.91849288064173,44.97441792293552,11.786397979010156,Fast,95.45534089617864,LiFePO4,635,Model C,0,30.816974682866224
10.625691747807164,3.8478245295012865,89.37349824741796,41.44814514591888,20.91648194993072,54.327548906444825,16.59013145155632,Fast,90.9783942609256,LiFePO4,817,Model C,0,56.818833033635855
55.96725723198092,3.6657655103263336,48.474071912855365,38.11509565065879,15.022241883923748,105.20484158046928,16.454928444554717,Normal,92.2569151992055,Li-ion,931,Model C,1,92.6179502275643
47.56699028339011,4.098021931755969,24.60100652042314,35.699010398054504,20.43909118796397,75.92181317684582,14.146079127594652,Slow,94.05927106625371,LiFePO4,810,Model B,0,37.1552274001925
29.98970294236572,3.887820602661053,11.134676797818312,35.12288776271242,19.35782759253488,71.47421937567799,9.07651245463547,Normal,96.45730578299144,Li-ion,455,Model A,2,73.18829374582867
20.78788306003145,3.5808356875021223,60.37801152745443,35.426487060661266,28.236691702279963,29.957971354002893,13.466681136651662,Slow,92.04924378909796,Li-ion,725,Model B,0,5.0
40.38536542632652,3.672564898730744,57.46596599104087,29.80634934341033,27.67423199531058,21.60281564551231,15.629095937072488,Fast,91.94493454969096,Li-ion,891,Model C,2,33.44262641139185
94.86187335212672,3.997970999472529,74.74182601322427,23.688944999110976,26.86922765409448,116.36851886870492,12.254733886674506,Slow,92.0549870169841,LiFePO4,766,Model C,0,93.38291301285985
39.08826388186797,3.4569079726759298,90.1232247716022,30.854902866324046,15.324868864189074,57.698616728684165,6.861571166937435,Fast,93.19179517727572,Li-ion,264,Model B,1,96.44697685412265
56.69115595690295,4.0819006701266,17.146592617872656,34.66074442272033,29.57556108901295,80.32130620995042,15.862549863109416,Fast,93.88293512464404,Li-ion,833,Model B,0,60.739973901544495
73.27170630056601,3.8888604674689984,75.83468413063261,34.87362569151866,21.47060824970983,27.9715073187285,4.945809119888678,Normal,95.37206970103686,LiFePO4,190,Model A,1,19.919969413586607
42.726664214136456,3.8339657449549485,26.8670749687824,30.091696510625486,28.301119780132623,88.31142857230465,6.208664230616579,Fast,96.52794621663595,LiFePO4,266,Model C,2,108.64935900654639
97.46038744488646,3.844425956921485,87.23593478414476,20.39417051543637,26.131568570043065,113.2566708705961,5.318431011162073,Normal,93.25761688963732,LiFePO4,306,Model B,0,82.48506295974721
96.62025654479,4.074656453618731,83.71571624754905,27.675240776552652,21.854618508558143,77.56652529974197,6.726694552368726,Slow,93.55799593930254,Li-ion,381,Model C,0,83.2530236648452
32.66040662428277,3.8286717213443104,58.671437948698994,39.07824314362126,17.691525342082155,32.611532237541056,5.572632267879457,Slow,95.05857469590926,LiFePO4,164,Model C,1,65.29010109460177
54.75236553031469,4.036955892568081,73.92185187609803,30.05337957898425,16.88837795320962,78.17215274734767,17.037720466935458,Fast,90.94393519971136,Li-ion,987,Model A,1,37.98507188331698
37.07904788350927,3.8929121743287523,38.29151018653735,32.88303743473367,31.63036666224447,96.63472131046524,9.862708910075831,Normal,94.44763626393735,Li-ion,615,Model A,2,101.25056777377284
35.63564449397208,3.7344922529714992,52.40511090395332,25.22918808921748,33.36795084163116,60.64165365740187,5.748333003789405,Fast,95.68628036694427,LiFePO4,256,Model A,2,67.13872351361246
13.319825261907951,4.096715639430208,83.94732079394245,27.397252832748848,27.995760935286,107.98377479414678,13.189562826974544,Normal,90.99484443651214,Li-ion,860,Model B,2,127.52934658857954
64.86079005819072,3.9730046357835134,51.33386774558925,38.96924341794822,17.06868229720967,84.86829533573645,15.793294293325305,Normal,93.14144415616812,Li-ion,868,Model C,0,53.9445275637844
55.24111209059753,3.9146929848544203,42.20184387928976,33.67908514743197,23.04054433776481,109.92489182892024,13.977098083450135,Normal,93.87993324733266,Li-ion,846,Model B,1,76.91347650181334
14.63308761249904,4.1735516487913795,54.47912025252699,37.17744548591653,29.578784002103145,82.35053112473372,8.050041349762367,Slow,93.95379145576116,Li-ion,405,Model B,1,95.39907026515615
35.07818178129503,4.093406286580397,84.54243271934965,29.51759470915584,30.596417680201363,33.128797200482424,15.065178752459587,Normal,90.81135903819168,LiFePO4,977,Model A,2,40.55341403131207
91.74392973699884,3.983684884731773,40.16872426337855,31.686288327162504,17.364372445821772,50.969171110518914,9.159021184176114,Slow,95.51725996155923,Li-ion,494,Model C,0,57.23149236916583
